Repository,Forks,additions,Deletions,Total,Messages 
conference,2,7,3753,3760,"Revert ""enabled 4 orientation + default subscribers""

This reverts commit 4c9ce36fc36bfed0244f203336e4427d14cdfc32, reversing
changes made to 3eb3acd7aad32cdd8865a39847300214d727ce1c."
conference,2,3753,7,3760,enabled 4 orientation + default subscribers
conference,2,0,8,8,removed logging
conference,2,21,10,31,synced subscriber info with dev
conference,2,4,9,13,removed account
conference,2,4,8,12,Changed to ShowKit account.
conference,2,21,13,34,remove defined user name and password
conference,2,29,4,33,fix bug #258 enable 4 orientation
conference,2,2,1,3,add a new note about using the simulator
conference,2,2,1,3,bump version
conference,2,28,5,33,add the new stats feature interface
conference,2,5,10,15,make folks enter their user names and passwords
conference,2,26,7,33,add support for the backgrounded check string- this will only work with 0.8.3+
conference,2,5,0,5,add some entitlements
conference,2,43,26,69,updates for the 0.8.2 showkit release
conference,2,22,8,30,add a new test for an up and coming new feature in showkit
conference,2,2,2,4,strings need to be null terminated to send to browser
conference,2,17,37,54,update this to work a ittle better on ipad
conference,2,3,6,9,refix the storyboard
conference,2,56,36,92,"update storyboard to not complain about constraints, free up rotation, and improve callback test"
conference,2,9,33,42,"get rid of constraints, so as to remove xcode complaints"
conference,2,12,0,12, adding new test
conference,2,4,1,5,missed a case
conference,2,31,10,41,updating view controller code so that the new api features are disabled for now
conference,2,80,6,86,new apis
conference,2,8,40,48,Merge branch 'master' of https://github.com/showkit/conference
string-match,0,5,1,6,Added starting point for research to README.md
string-match,0,8,0,8,"Updated README.md

Just added a simple roadmap for where this is going in the immediate
future."
string-match,0,55,4,59,"Finished initial port of QuickSilver comparison

This is the first-pass attempt at porting over the quicksilver algorithm
for Rust. I'm still quite new to Rust so I'm sure there is lots of love
that could be given to this code to make it ""real"" or ""proper"" Rust code,
but I imagine it'll get there with time (if needed)."
string-match,0,2,2,4,"Cleaning up Method Names

I don't really need to start every test-method with the word 'test'
since there is nothing special happening here in determining what
is a test and what isn't. The declaration above the method should
be sufficient for self-documenting purposes."
string-match,0,1,2,3,"Cleaned up Create file

There was just some comments that needed some removing."
string-match,0,3,3,6,"Fixed Test Imports

There were some problems resolving the method-names, so
just added pub to the function and updated the using statement
in the test (per the new structure) and all seems to be working
now. Stil need to write some real tests... but progress is being
made."
string-match,0,24,13,37,"altering project structure

In attempt to fix the linking problems with the tests,
I'm structuring the project like that of jesse99/rparse
to try to get it to work correctly (assuming his setup
is correct)."
string-match,0,34,1,35,"Toying and Notes

Updated some of the documentation for the qs_score
algorithm but I have yet to really write the algorithm.
Also, I played around a bit with the assert! macro,
although there's not much in the test file as of right
now. Anyways, just commiting this before I forget and it
ends up going in with some actually useful stuff."
string-match,0,47,10,57,"Updated Makefile

Found a great makefile online for jesse99/rparse and
used the format. Working much better and I think I am
starting to understand a few more make tricks."
string-match,0,7,0,7,"Added Notes

Just a file to keep track of some ideas and or links to stuff
to look at/read later for this project."
string-match,0,1,1,2,"Fixed Path Issue

Couldn't compile because of issues with #[path] and that
has now been fixed, thanks to 'indunty' from the rust irc"
string-match,0,0,2,2,"Removed useless mod

Dont' need the extra string_match module"
string-match,0,1,1,2,"Syntax Error Fix

Removed semi-colon from #[path] decalaration"
string-match,0,3,3,6,"Renamed files

just to be consistent with module names and what have you."
string-match,0,8,2,10,"Updated Makefile

Just added some cleanup tasks for the build-dir"
string-match,0,8,0,8,"Updated README.md

Just added a bit about the project. Nothing really other than an
explanation. Code examples and installation/usage instructions will
come later when there is actually something to show."
string-match,0,41,0,41,"Initial Commit

This is the beginning to a fun (little) project to do some fuzzy-string
matching in Rust. I'll be basing this off a few different techniques
which I really haven't decided on just yet."
360sun_maps,0,10,5,15,updated for nariaki
360sun_maps,0,248,47,295,lots of changes...
360sun_maps,0,134,31,165,"working code with intensity scaling, and weighted averaging linear in degrees from disk center"
360sun_maps,0,117,0,117,first commit of code
360sun_maps,0,4,0,4,Initial commit
Web-App-MVC,4,3,0,3,0.0.2
Web-App-MVC,4,2,2,4,"Fix dependency on Web

It's supposed to be Web::App, which provides Web::App::Dispatch.
Sadly, Web::App currently does not install."
Web-App-MVC,4,3,1,4,0.0.1
Web-App-MVC,4,0,34,34,"Give up on Github Actions testing

This module is broken in its current state and badly needs some TLC"
Web-App-MVC,4,2,2,4,"Don't install dependencies for now

This module is already pretty broken"
Web-App-MVC,4,733,509,1242,First commit in zef ecosystem
Web-App-MVC,4,0,10,10,"Remove Travis CI, so long and thanks for all the fish!"
Web-App-MVC,4,1,1,2,Fix DBIish URL
Web-App-MVC,4,4,4,8,S/Perl6/Raku
Web-App-MVC,4,2,2,4,Update source URL and s/Perl6/Raku
Web-App-MVC,4,1,1,2,"Merge pull request #9 from frankgard/patch-2

fix problem with bless"
Web-App-MVC,4,1,1,2,"Merge pull request #8 from frankgard/patch-1

fix syntax problem"
Web-App-MVC,4,1,1,2,"fix problem with bless

This change should fix:

root@rakudo-star-201801:/workdir# perl6 -I lib test/test1.p6

Too many positionals passed; expected 1 argument but got 2

  in method new at /workdir/lib/Web/App/MVC.pm6 (Web::App::MVC) line 62

  in block <unit> at test/test1.p6 line 9"
Web-App-MVC,4,1,1,2,"fix syntax problem

change should fix:

Potential difficulties:                                                            

    Useless use of hash composer on right side of hash assignment; did you mean := instead?

    at /workdir/lib/Web/App/MVC.pm6 (Web::App::MVC):27     

    ------>     my %copts = {}⏏;"
Web-App-MVC,4,0,0,0,"Merge pull request #7 from zoffixznet/patch-1

Use modern META filename"
Web-App-MVC,4,0,0,0,"Use modern META filename

The `META.info` is a legacy, pre-Christmas name. While it's still currently supported, `META6.json` is the new name. And since a lot of people simply copy some module's  structure, the old name still proliferates, so we're trying to get rid of it for good  by sending PRs to any modules that use the old name, to switch to the modern name."
Web-App-MVC,4,20,9,29,"Merge pull request #6 from tbrownaw/master

Travis CI Integration"
Web-App-MVC,4,1,1,2,Point build status badge at upstream (not activated yet).
Web-App-MVC,4,4,4,8,"Err, no tabs in yaml, oops."
Web-App-MVC,4,0,1,1,Remove line that wasn't supposed to get committed.
Web-App-MVC,4,9,8,17,Fix some of the things making the tests fail.
Web-App-MVC,4,12,1,13,Set up Travis integration.
Web-App-MVC,4,1,0,1,"Merge pull request #5 from zoffixznet/patch-1

Add mandatory ""perl"" META field"
Web-App-MVC,4,1,0,1,"Add mandatory ""perl"" META field

The `perl` field specifies the minimal perl version for which this distribution can be installed and is a mandatory field. The value of `""6.*""` indicates any version suffices.



It is recommended to use [Test::META](https://modules.perl6.org/repo/Test::META) module as an author test, to catch any issues with the META file."
Web-App-MVC,4,7,7,14,"Merge pull request #4 from tbrownaw/master

Fix paths in META.info so that install actually works."
Web-App-MVC,4,7,7,14,Fix paths in META.info so that install actually works.
Web-App-MVC,4,1,1,2,"Merge pull request #3 from zoffixznet/fix-inc

Fix removed @*INC"
Web-App-MVC,4,1,1,2,Fix removed @*INC
Web-App-MVC,4,3,3,6,"Merge pull request #2 from paultcochrane/pr/add-unit-declarator

Add unit declarator to class and role declarations"
Web-App-MVC,4,3,3,6,"Add unit declarator to class and role declarations

As of Rakudo 2015.05, the `unit` declarator is required before using
`module`, `class`, `role` or `grammar` declarations (unless it uses a
block).  Code still using the old blockless semicolon form will throw a
warning. This commit stops the warning from appearing in the new Rakudo."
panakeia,2,2,10,12,Update readme
panakeia,2,2,2,4,Fix version number
panakeia,2,1,1,2,"Update info.xml

Bump version"
panakeia,2,5,1,6,"Merge pull request #5 from jessedobbelaere/form-add-token

Add token to form to make it work"
panakeia,2,5,1,6,Add token to form to make it work
panakeia,2,1,1,2,Update info.xml
panakeia,2,1,1,2,Update info.xml to fit release name
panakeia,2,1,1,2,Update info.xml to fit release name
panakeia,2,2,2,4,"Merge pull request #4 from jessedobbelaere/upgrade-fork-3.7

Fix CamelCased modulenames in tpl"
panakeia,2,2,2,4,Fix CamelCased modulenames in tpl
panakeia,2,5,5,10,"Merge pull request #3 from jessedobbelaere/upgrade-fork-3.7

Fix incorrect paths + lowercase modulenames"
panakeia,2,3,3,6,"Fix geturlforblock lowercase modulename

I forgot to capitalize these geturlforblock module names when I upgraded the module to 3.7"
panakeia,2,2,2,4,"Fix incorrect paths in Sitemap.tpl

I forgot to update these paths while updating Panakeia to be compatible with Fork CMS 3.7-3.8"
panakeia,2,180,152,332,"Merge pull request #2 from jessedobbelaere/upgrade-fork-3.7

Upgraded to Fork CMS 3.7 & 3.8"
panakeia,2,180,152,332,"Upgraded to Fork CMS 3.7 & 3.8

* Modified filenames to be compatible with Fork 3.7 & 3.8
* Changed paths inside files to the new capitalized files&folders"
panakeia,2,19,0,19,added license
panakeia,2,18,17,35,various fixes and autoEllipsis tweak
panakeia,2,8,5,13,tweaked dotdotdot.js settings
panakeia,2,630,54,684,added dotdotdot.js for autmatic ellipsis on longer text in the blog overview and homepage + other small fixes
panakeia,2,1,1,2,fixed respond.js bug
panakeia,2,2,2,4,fixed iphone scroll to top issue
panakeia,2,5,5,10,updated README.md
panakeia,2,4,4,8,fixed breakpoints
panakeia,2,10,1,11,fixed slow background scroll on touch devices
panakeia,2,2,4,6,fixed double respond.js and 404 message
panakeia,2,1,1,2,fixed footer link
panakeia,2,12,4,16,updated readme file
panakeia,2,99,685,784,clean up and various small fixes
panakeia,2,1,1,2,changed next article to previous article
panakeia,2,5,11,16,cleaned up categories and archive widget
rustbot,0,31,36,67,oh that's how you use documentation
rustbot,0,25,25,50,slices or whatever
rustbot,0,153,81,234,works
rustbot,0,12,12,24,stuff
rustbot,0,65,64,129,vecs and strbufs
rustbot,0,19,37,56,stuff
rustbot,0,79,55,134,rust 0.10
rustbot,0,4,5,9,newest breaking rust changes
rustbot,0,26,65,91,"time to fuck it, single threaded"
rustbot,0,61,35,96,few updates
rustbot,0,17,12,29,so this actually compiles lol
rustbot,0,99,42,141,on it
rustbot,0,38,0,38,whoops
rustbot,0,29,21,50,this needs to be reworked some
rustbot,0,58,67,125,i'll take it
rustbot,0,18,4,22,consume EVERYTHING
rustbot,0,46,30,76,thats way easier
rustbot,0,10,9,19,consume everything
rustbot,0,1,1,2,logic errors dude
rustbot,0,75,55,130,i love updates
rustbot,0,24,9,33,"To those I leave behind, good luck!"
rustbot,0,10,8,18,do syntax
rustbot,0,4,5,9,this SHOULD work hehehe
rustbot,0,6,6,12,commands
rustbot,0,18,7,25,updates for 0.6 or whatever
rustbot,0,1,0,1,ignore vim swp files
rustbot,0,93,0,93,initial commit
Enterprise_Boilerplate,2,2,2,4,[ent 2452]
Enterprise_Boilerplate,2,2,2,4,added change to focus event
Enterprise_Boilerplate,2,4,4,8,Merge branch 'master' of https://github.com/ActiveWebsite/Enterprise_Boilerplate
Enterprise_Boilerplate,2,7,8,15,fix map version
Enterprise_Boilerplate,2,2,2,4,fix loop
Enterprise_Boilerplate,2,2,2,4,Update payment_calculator(breakdownVersion).view.tpl
Enterprise_Boilerplate,2,15,0,15,add imagemin
Enterprise_Boilerplate,2,5,8,13,fix gruntfile
Enterprise_Boilerplate,2,68,68,136,"Bootstrap updates / analytics

added new analytics code
added bootstrap 3x
added non-bootstrap code"
Enterprise_Boilerplate,2,2,3,5,update jquery ui
Enterprise_Boilerplate,2,356,203,559,account updates
Enterprise_Boilerplate,2,147,273,420,Remove old files. Added new Gruntfile
Enterprise_Boilerplate,2,1,0,1,"Merge pull request #3 from djhype/master

Added the sold property to the sold_properties array on the agent bio"
Enterprise_Boilerplate,2,1410,1392,2802,lots of updates
Enterprise_Boilerplate,2,1,0,1,Added the sold property to the sold_properties array on the agent bio
Enterprise_Boilerplate,2,7,7,14,update google map version code
